UNIVERSIDAD DEL PAIS VASCO	Spain	0	0	19	8										
UNIVERSIDAD POLITECNICA DE CARTAGENA	Spain	37.603977	-0.979371	2	0										
UNIVERSIDAD POLITECNICA DE MADRID	Spain	40.449167	-3.728056	37	44										
UNIVERSIDAD POLITECNICA DE VALENCIA	Spain	39.481653	-0.343808	43	63										
UNIVERSIDAD PONTIFICIA DE SALAMANCA	Spain	40.963	-5.667	4	3										
UNIVERSIDAD REY JUAN CARLOS	Spain	40.337778	-3.875	1	1										
UNIVERSIDAD SAN PABLO CEU	Spain	39.549999	-0.387734	15	14										
UNIVERSIDADE DA CORUNA	Spain	43.350644	-8.415947	15	8										
UNIVERSITAT AUTONOMA DE BARCELONA	Spain	41.500278	2.107778	2	6										
UNIVERSITAT DE BARCELONA	Spain	41.386667	2.163889	2	5										
UNIVERSITAT DE GIRONA	Spain	41.985833	2.827222	4	1										
UNIVERSITAT INTERNACIONAL DE CATALUNYA	Spain	41.3896893	2.1896753	1	1										
UNIVERSITAT JAUME I	Spain	39.994444	-0.068889	3	0										
UNIVERSITAT POLITECNICA DE CATALUNYA	Spain	41.389444	2.115833	58	65										
UNIVERSITAT POMPEU FABRA	Spain	41.379167	2.179508	5	1										
UNIVERSITAT RAMON LULL DE BARCELONA	Spain	0	0	11	7										
UNIVERSITAT ROVIRA I VIRGILI	Spain	41.1221544	1.2500894	5	1										
DREXEL UNIVERSITY	United States	39.956441	-75.188686	7	9										
FASHION INSTITUTE OF TECHNOLOGY, STATE UNIVERSITY OF NEW YORK	United States	40.790278	-73.959722	44	9										
RHODE ISLAND SCHOOL OF DESIGN	United States	41.825833	-71.407778	3	3										
UNIVERSITY OF CONNECTICUT	United States	41.807167	-72.2525	3	4										
UNIVERSITY OF FLORIDA	United States	29.64833	-82.34944	2	5										
UNIVERSITY OF MARYLAND	United States	38.9875	-76.94	2	7										
UNIVERSITY OF MICHIGAN	United States	42.282778	-83.734722	3	2										
CHALMERS UNIVERSITY OF TECHNOLOGY, GOTEBORG	Sweden	57.698333	11.971667	11	24										
HOGSKOLAN PA GOTLAND	Sweden	57.639167	18.288333	2	3										
LINKOPINGS UNIVERSITET OCH TEKNISKA HOGSKOLA	Sweden	58.39976	15.575568	5	6										
LULEA TEKNISKA UNIVERSITET	Sweden	65.618056	22.138889	4	3										
LUNDS UNIVERSITET	Sweden	55.705833	13.193333	5	19										
ROYAL INSTITUTE OF TECHNOLOGY, STOCKHOLM	Sweden	59.347222	18.072778	16	47										
UNIVERSITY COLLEGE OF KARLSKRONA - RONNEBY	Sweden	56.181389	15.590556	5	1										
BERN UNIVERSITY OF APPLIED SCIENCES	Switzerland	47.361332	7.345858	1	1										
